Company Legal Name,Trading Name,Region,HQ based in country,Valid website link OR leave blank,Lead Owner,Qualified as a customer at [day],Website form request send?,Message sent,Generic email,Names,Emails,
"Lexicon Global, LLC",,North America,U.S.A.,lexicon-global.com,,,,,,,,
"Liberty Merchant Services, Inc.",,North America,U.S.A.,libertymerchantservice.com,,,,,,,,
"Lieberman Companies, Inc.",,North America,U.S.A.,liebermancompanies.com,,,,,,,,
LOT Solutions,,North America,U.S.A.,life-south.com,,,,,,,,
Lightspeed Payments USA Inc,,North America,U.S.A.,lightspeedhq.com,,,,,,,,
Lime Light CRM,,North America,U.S.A.,limelightcrm.com,,,,,,,,
Littauer Technical Services Ltd,Littauer Technical,North America,CANADA,littauertech.com,,,,,,,,
"Live Good, Inc.",,North America,U.S.A.,livegoodinc.com,,,,,,,,
"Lively, Inc.",,North America,U.S.A.,livelyme.com,,,,,,,,
"LiveVox, Inc.",,North America,U.S.A.,livevox.com,,,,,,,,
"LocalRaces.com, LLC",LocalRaces.com,North America,United States,localraces.com,,,,,,,,
"Lock Trust, Inc.",,North America,U.S.A.,locktrust.com,,,,,,,,
Low Interest Pros LLC,,North America,U.S.A.,lowinterestpros.com,,,,,,,,
"Loyale Healthcare, LLC",Loyale,North America,U.S.A.,loyale.us,,,,,,,,
"EMS LinQ, Inc",,North America,U.S.A.,lunchprepay.com,,,,,,,,
Lynnbrook Consultants LLC,,North America,U.S.A.,lynnbrookgroup.com,,,,,,,,
Msource Corporation,Msource,North America,U.S.A.,m-source.net,,,,,,,,
"J.J. MacKay Canada Limited/MacKay Meters, Inc. (MacKay Meters)",MacKay Meters,North America,CANADA,mackaymeters.com,,,,,,,,
"Madwire, LLC",,North America,U.S.A.,madwire.com,,,,,,,,
Magensa LLC,,North America,U.S.A.,magensa.net,,,,,,,,
Magic-Wrighter Inc.,,North America,U.S.A.,magicwrighter.com,,,,,,,,
MagTek Inc,,North America,U.S.A.,magtek.com,,,,,,,,
"Mailers Haven, LLC",,North America,U.S.A.,mailershaven.com,,,,,,,,
"Mainstream Merchant Services, Inc.",,North America,U.S.A.,mainstreamms.com,,,,,,,,
Main Street Payments,,North America,U.S.A.,mainstreetpayments.org,,,,,,,,
Maritz Motivation Solutions Inc.,,North America,U.S.A.,maritzmotivation.com,,,,,,,,
Maritz Travel,,North America,U.S.A.,maritztravel.com,,,,,,,,
Market Advisors,,North America,United States,marketadvisorsinc.com,,,,,,,,
"Marqeta, Inc.",,North America,U.S.A.,marqeta.com,,,,,,,,
Masabi Ltd,,North America,U.S.A.,masabi.com,,,,,,,,
TIBCO Software Inc,,North America,U.S.A.,mashery.com,,,,,,,,
"Mason Marketing Group, LLC",,North America,U.S.A.,masonmarketinggroup.com,,,,,,,,
Masters Telecom LLC,Masters Payment Solutions,North America,United States,masterspaymentsolutions.com,,,,,,,,
"Matrix Payment Systems, Inc.",,North America,U.S.A.,matrixpaymentsystems.com,,,,,,,,
Maverick BankCard Inc,,North America,U.S.A.,maverickbankcard.com,,,,,,,,
"Maverick Merchant Solutions, Inc",Maverick,North America,U.S.A.,maverickpayments.com,,,,,,,,
MaxPlus Inc.,,North America,United States,max2.com,,,,,,,,
"MaxGiving, Inc",MaxGiving,North America,U.S.A.,maxgiving.com,,,,,,,,
"Max Merchant Funding, LLC",,North America,U.S.A.,maxmerchantfunding.com,,,,,,,,
"MAX Payment Solutions, LLC",,North America,U.S.A.,maxpaymentsolutions.com,,,,,,,,
Maxwell Paper Canada Inc,Maxwell Paper,North America,CANADA,maxwellpaper.ca,,,,,,,,
"MBP, LLC",,North America,U.S.A.,mbancp.com,,,,,,,,
MBA USA LLC,,North America,U.S.A.,mbausa.com,,,,,,,,
"Mansoor Brothers Enterprises, Inc",,North America,U.S.A.,mbeforyou.com,,,,,,,,
"MBS Textbook Exchange, Inc. - inSite",,North America,U.S.A.,mbsbooks.com,,,,,,,,
McAllister Industries,,North America,U.S.A.,mcallisterbankcard.com,,,,,,,,
"McAllister Payment Solutions, Inc.",,North America,U.S.A.,mcallisterpaymentsolutions.com,,,,,,,,
Merchants's Choice Card Services LLC,,North America,U.S.A.,mccs-wi.com,,,,,,,,
"Card Choice Merchant Services, LLC",,North America,U.S.A.,mccswi.com,,,,,,,,
McKesson Pharmacy Systems LLC,,North America,U.S.A.,mckesson.com,,,,,,,,
Merchants' Choice Payment Solutions,,North America,U.S.A.,mcpscorp.com,,,,,,,,
"Marketing Card Technology, LLC",,North America,USA,mctechnology.com,,,,,,,,
Midwest Hardware Association,,North America,U.S.A.,mdrha.com,,,,,,,,
"Meddata, Inc.",,North America,United States,meddata.com,,,,,,,,
Medfusion Inc.,,North America,United States,medfusion.com,,,,,,,,
Medfusion,,North America,U.S.A.,medfusion.net,,,,,,,,
"Medsys Solutions, Inc",Medsys,North America,U.S.A.,medsyshcs.com,,,,,,,,
MegaPath,,North America,U.S.A.,megapath.com,,,,,,,,
"Megatrans, Inc","Megatrans,",North America,U.S.A.,megatranscorporation.com,,,,,,,,
Meirtran Incorporated,,North America,U.S.A.,meirtran.com,,,,,,,,
MSG Payment Systems LLC,,North America,U.S.A.,membergroup.com,,,,,,,,
memberplanet LLC,memberplanet,North America,United States,memberplanet.com,,,,,,,,
Members ATM Alliance LLC,,North America,U.S.A.,membersatm.com,,,,,,,,
"Member Solutions, Inc.",,North America,U.S.A.,membersolutions.com,,,,,,,,
Bank of America Merchant Services Canada Corp,,North America,CANADA,merch.bankofamerica.com,,,,,,,,
Advanced Merchant Solutions DBA Merchantanywhere,Merchant Anywhere,North America,U.S.A.,merchantanywhere.comindex.htm,,,,,,,,
"Merchant Associates, Inc.",,North America,U.S.A.,merchantassociates.net,,,,,,,,
"Merchant Broker, Inc.",Merchant Broker,North America,CANADA,merchantbroker.com,,,,,,,,
"Merchant Card International, Inc.",,North America,U.S.A.,merchantcardinternational.com,,,,,,,,
"Merchant Card Processing, Inc",,North America,U.S.A.,merchantcardprocessing.com,,,,,,,,
Merchant Chimp Inc.,,North America,U.S.A.,merchantchimp.com,,,,,,,,
Paystri Inc,,North America,U.S.A.,merchantconsultinggroup.com,,,,,,,,
Merchant Data Services,,North America,U.S.A.,merchantdataservices.com,,,,,,,,
"Merchant Data Systems, Inc.",Merchant,North America,U.S.A.,merchantdatasystems.com,,,,,,,,
Merchant e-Solutions,,North America,U.S.A.,merchante-solutions.com,,,,,,,,
"Merchant Enterprises, Inc.",,North America,U.S.A.,merchantenterprises.com,,,,,,,,
Merchant Financial Services LLC,,North America,U.S.A.,merchantfinancialservices.org,,,,,,,,
"OPMNY, LLC",,North America,U.S.A.,merchantfirst.com,,,,,,,,
Merchant Focus Processing Inc.,,North America,U.S.A.,merchantfocus.com,,,,,,,,
Merchant Gateway LLC,,North America,U.S.A.,merchantgateway.com,,,,,,,,
"Merchant Hub, LLC",,North America,U.S.A.,merchanthub.com,,,,,,,,
Merchant Industry LLC,,North America,U.S.A.,merchantindustry.com,,,,,,,,
"Merchant Link, LLC",,North America,U.S.A.,merchantlink.com,,,,,,,,
"Groundhog Enterprises, Inc.",,North America,U.S.A.,merchantlynx.com,,,,,,,,
"Merchant Management Group, LLC",,North America,U.S.A.,merchantmanagementgroup.com,,,,,,,,
"Merchant One, Inc.",,North America,U.S.A.,merchantone.com,,,,,,,,
Merchant Partners,Merchant Partners,North America,U.S.A.,merchantpartners.com,,,,,,,,
"Phoenix Enterprises, Inc. DBA Community Bankers Merchant Services",,North America,U.S.A.,merchantprocessing.com,,,,,,,,
Merchant Processing Advisors LLC,,North America,U.S.A.,merchantprocessingadvisors.com,,,,,,,,
MERCHANTPRO EXPRESS LLC,,North America,U.S.A.,merchantproexpress.com,,,,,,,,
"Vantage Card Services, Inc.",,North America,U.S.A.,merchantrates.com,,,,,,,,
Merchant Relationships LLC,,North America,U.S.A.,merchantrelationships.com,,,,,,,,
"Merchants Bancard Network, Inc.",,North America,U.S.A.,merchantsbancard.com,,,,,,,,
Merchant Service Depot LLC,,North America,U.S.A.,merchantservicedepot.com,,,,,,,,
"Merchant Service Payments, LLC",,North America,U.S.A.,merchantservicegroupllc.com,,,,,,,,
Merchant Service Group LLC,,North America,U.S.A.,merchantservicellc.com,,,,,,,,
"Paymentech, LLC",Chase Paymentech,North America,U.S.A.,merchantservices.chase.com,,,,,,,,
"Merchant Service Gurus, Inc",,North America,U.S.A.,merchantservicesgurus.com,,,,,,,,
Merchant Services USA Inc,,North America,U.S.A.,merchantservicesusa.net,,,,,,,,
Financial Merchant Solutions Corp,Financial Merchant Solutions,North America,U.S.A.,merchantsolutionscorp.com,,,,,,,,
"Cardever Payment Solutions, Inc.",Merchants Payment Solutions,North America,U.S.A.,merchantspaymentsolution.com,,,,,,,,
"Merch Pay, Inc",,North America,U.S.A.,merchpay.cm,,,,,,,,
Mercury Services Group LLC,MERCURY PROCESSING SERVICES INTERNATIONAL,North America,U.S.A.,mercury-processing.com,,,,,,,,
"Meridian Enterprises, Inc.",,North America,U.S.A.,meridinet.com,,,,,,,,
"Merit Merchant Services, LLC",,North America,U.S.A.,meritmerchants.com,,,,,,,,
Merito Payments Inc,Merito,North America,U.S.A.,merito.com,,,,,,,,
"Meritum, LLC",,North America,U.S.A.,meritumusa.com,,,,,,,,
Merkle Response Management Group,,North America,U.S.A.,merkleresponse.com,,,,,,,,
Merrco Payments Inc,Merrco,North America,CANADA,merrco.com,,,,,,,,
"Mersatech, LLC",,North America,U.S.A.,mersatech.com,,,,,,,,
MeshPay US,MeshPay,North America,U.S.A.,meshpayments.com,,,,,,,,
MetaSource,,North America,U.S.A.,metasource.com,,,,,,,,
"Metrics Global, Inc",,North America,U.S.A.,metricsglobal.com,,,,,,,,
MexPago,MexPago,North America,Mexico,mexpago.com,,,,,,,,
Midwest Financial Processing,,North America,U.S.A.,mfpatm-safe.com,,,,,,,,
"Merchants Group, Inc.",,North America,U.S.A.,mgipay.com,,,,,,,,
"Microbilt Merchant Services, Inc.",,North America,U.S.A.,microbilt.com,,,,,,,,
Microsoft Azure,,North America,U.S.A.,microsoft.com,,,,,,,,
"MIdwest Merchant Services, LLC",,North America,U.S.A.,midwestmerchantservices.com,,,,,,,,
"Midwest Payment Processing, LLC",,North America,U.S.A.,midwestpay.com,,,,,,,,
Millennium1 Solutions,Millennium1 Solutions,North America,CANADA,millennium1solutions.com,,,,,,,,
Millenium Payment Systems,,North America,U.S.A.,millenniumpayment.com,,,,,,,,
Millennium Systems USA Inc.,Millennium,North America,U.S.A.,millenniumsi.com,,,,,,,,
Millennium Communications Inc.,,North America,U.S.A.,millenniumweb.com,,,,,,,,
Mindbody Inc,,North America,U.S.A.,mindbodyonline.com,,,,,,,,
476537 Alberta Ltd,,North America,CANADA,minibanks.net,,,,,,,,
Ministry Brands,,North America,U.S.A.,ministrybrands.com,,,,,,,,
"MIRAI Ventures, LLC.",,North America,U.S.A.,mirai-ventures.com,,,,,,,,
"Mercadotécnia, Ideas y Tecnología",,North America,MEXICO,mitec.com.mx,,,,,,,,
"MLS Direct Network, Inc.",,North America,U.S.A.,mlsdirectnetwork.com,,,,,,,,
"Mobeewave, Inc",Mobeewave,North America,CANADA,mobeewave.com,,,,,,,,
Mobilecause Inc,,North America,U.S.A.,mobilecause.com,,,,,,,,
"MobileMoney, Inc.",,North America,U.S.A.,mobilemoney.net,,,,,,,,
"Mobiuspay, Inc",,North America,U.S.A.,mobiuspay.com,,,,,,,,
Mobius Payment Inc.,,North America,U.S.A.,mobiuspayments.com,,,,,,,,
"Modern Processing Solutions, LLC",,North America,U.S.A.,modernprocessingsolutions.com,,,,,,,,
Modern Transact LLC,,North America,U.S.A.,moderntransact.com,,,,,,,,
Modisoft Inc.,,North America,U.S.A.,modisoftinc.com,,,,,,,,
Mogo Finance Technology Inc.,MOGO,North America,CANADA,mogo.ca,,,,,,,,
"MojoPay, Inc",MojoPay,North America,United States,mojopay.com,,,,,,,,
8695962 Canada Inc,,North America,CANADA,mondopayments.com,,,,,,,,
Moneris,,North America,U.S.A.,moneris.com,,,,,,,,
"Monetra Technologies, LLC",,North America,U.S.A.,monetra.com,,,,,,,,
Money Express POS Solutions,Monex Group,North America,CANADA,monexgroup.com,,,,,,,,
Money Access Corporation,Money Access Co,North America,U.S.A.,moneyaccesscompany.com,,,,,,,,
Moneyland Merchant Card Processing Services,,North America,U.S.A.,moneylandusa.com,,,,,,,,
Dollar Financial Group - Money Mart,,North America,U.S.A.,moneymart.com,,,,,,,,
Money Movers Inc,,North America,U.S.A.,moneymovers.com,,,,,,,,
"Money Network, LLC",,North America,U.S.A.,moneynetwork.com,,,,,,,,
"Money Technology Systems, Inc.",,North America,U.S.A.,moneytsi.com,,,,,,,,
Morabito & Associates,Morabito,North America,U.S.A.,morabitoconsultants.com,,,,,,,,
More Blessed,,North America,United States,moreblessed.org,,,,,,,,
Motionsoft,,North America,U.S.A.,motionsoft.net,,,,,,,,
"MovoCash, Inc.",,North America,U.S.A.,movocash.com,,,,,,,,
"Mozika, Inc",,North America,U.S.A.,mozikainc.com,,,,,,,,
"Mercantile Processing, Inc",,North America,U.S.A.,mpiprocessing.com,,,,,,,,
Merchants Payment Options,Merchants Payment,North America,U.S.A.,mpoinc.com,,,,,,,,
"Rev Worldwide, Inc.",,North America,U.S.A.,mpowerlabs.com,,,,,,,,
Merchant Processing Services LLC,Merchant Processing,North America,U.S.A.,mpsdata.com,,,,,,,,
MPX,MPX,North America,U.S.A.,mpxonline.com,,,,,,,,
MRI Software LLC,,North America,U.S.A.,mrisoftware.com,,,,,,,,
MSX International,,North America,U.S.A.,msxi.com,,,,,,,,
MT&L,,North America,U.S.A.,mtlcard.com,,,,,,,,
MUFEED PAYMENT SOLUTIONS LLC,,North America,U.S.A.,MUFEEDSOLUTIONS.COM,,,,,,,,
Multipoint Processing Corporation,Multipoint,North America,U.S.A.,multipointcorp.com,,,,,,,,
Municipay LLC,,North America,U.S.A.,municipay.com,,,,,,,,
Mutual of Omaha Bank,,North America,United States,mutualofomaha.com,,,,,,,,
My Custom IT LLC,,North America,U.S.A.,my customevent.com,,,,,,,,
Billing Tree,,North America,U.S.A.,mybillingtree.com,,,,,,,,
"MyCard, S.A. de C.V.",,North America,MEXICO,mycard.com.mx,,,,,,,,
"MyCase, Inc",,North America,United States,mycase.com,,,,,,,,
MyCheck,MyCheck,North America,U.S.A.,mycheck.io?locale=us,,,,,,,,
ClearChoice Merchant Services DBA ClearGate,,North America,U.S.A.,myclearchoice.com,,,,,,,,
"Clear Payment Solutions, LLC",,North America,U.S.A.,myclearpayments.com,,,,,,,,
Carlson Wagonlit,CWT,North America,CANADA,mycwt.com,,,,,,,,
"eTM Payments, LLC",ETM Epay Pvt LTD,North America,U.S.A.,myetmindia.com,,,,,,,,
MyEvent.com Inc.,Myevent,North America,Canada,myevent.com,,,,,,,,
Harley Financial Services,Harley Davidson Financial Services,North America,U.S.A.,myhdfs.com,,,,,,,,
"Solutions Cash Systems, LLC",,North America,U.S.A.,mymonify.com,,,,,,,,
"Moolah, LLC",,North America,U.S.A.,mymoolah.com,,,,,,,,
"Attain Finance, LLC",,North America,U.S.A.,MYOptPlus.com,,,,,,,,
"Payco Enterprises, Inc",,North America,U.S.A.,mypayco.com,,,,,,,,
My Payment Network,,North America,U.S.A.,mypaynet.com,,,,,,,,
"Prolific Business Solutions, LLC",,North America,U.S.A.,myprolific.com,,,,,,,,
Ready Credit Corporation,,North America,U.S.A.,myreadycard.com,,,,,,,,
My Well,My Well,North America,U.S.A.,mywell.orginternational,,,,,,,,
"N26, Inc.",,North America,U.S.A.,n26.com,,,,,,,,
"N41 Solution, Inc.",,North America,U.S.A.,n41.com,,,,,,,,
North American Bancard Velocity,,North America,U.S.A.,nabvelocity.com,,,,,,,,
North American Credit Card Association,,North America,U.S.A.,nacca.com,,,,,,,,
Association Administrators Inc,,North America,U.S.A.,nadonline.com,,,,,,,,
North American Payment Solutions,NAPS Payments,North America,CANADA,napayment.com,,,,,,,,
National ATM Systems,,North America,U.S.A.,nasatm.com,,,,,,,,
National BankCard Services,,North America,U.S.A.,nationalbankcard.com,,,,,,,,
National Bank Equipment Corporation,,North America,U.S.A.,nationalbankequipment.com,,,,,,,,
National Cash Systems,,North America,U.S.A.,nationalcash.com,,,,,,,,
"National Link, Inc.",,North America,U.S.A.,nationallinkatm.com,,,,,,,,
National Merchant Center,,North America,U.S.A.,nationalmerchant.com,,,,,,,,
"The National Association of Merchants, Llc/Dba--National Merchants Association",,North America,U.S.A.,nationalmerchants.com,,,,,,,,
National Payment Corporation,,North America,U.S.A.,nationalpaymentcorporation.com,,,,,,,,
"National Payment Processing, Inc.",,North America,U.S.A.,nationalpaymentprocessing.com,,,,,,,,
National Payments Ltd.,National Payments,North America,CANADA,nationalpayments.ca,,,,,,,,
"National Payment Solutions, LLC",,North America,U.S.A.,nationalpaymentsolutions.com,,,,,,,,
"National Processing, LLC",,North America,U.S.A.,nationalprocessing.com,,,,,,,,
"National Systems Corporation / QuikOrder, Inc.",,North America,U.S.A.,nationalsystems.coml,,,,,,,,
National Transaction Corporation,,North America,U.S.A.,nationaltransaction.com,,,,,,,,
"Nationwide Merchants Solutions, LLC",,North America,U.S.A.,nationmerchantsolutions.com,,,,,,,,
"Native Merchant Services, LLC",,North America,U.S.A.,nativemerchantservices.com,,,,,,,,
National BankCard Corp.,,North America,U.S.A.,natl-bankcard.com,,,,,,,,
Navitaire,,North America,U.S.A.,navitaire.com,,,,,,,,
NBS Payment Solutions Inc.,NBS PS,North America,CANADA,nbsps.com,,,,,,,,
National Card Payments,,North America,U.S.A.,ncpayments.com,,,,,,,,
NCR - Cloud Connect,,North America,U.S.A.,ncr.com,,,,,,,,
STATE EMPLOYEES' CREDIT UNION,,North America,U.S.A.,ncsecu.org,,,,,,,,
NCS Services Inc,eGiving,North America,United States,ncsservices.org,,,,,,,,
National Discount Merchant Services,,North America,U.S.A.,ndmscorp.com,,,,,,,,
"Nelnet Business Solutions, Inc.",,North America,U.S.A.,nelnet.com,,,,,,,,
"Northeast Merchant Services, Inc.",,North America,U.S.A.,nemerchant.com,,,,,,,,
Netcents Technology Inc.,Netcents,North America,CANADA,net-cents.com,,,,,,,,
"eCommerce Industries, Inc",,North America,U.S.A.,net1creditcard.com,,,,,,,,
NETBilling,,North America,U.S.A.,netbilling.com,,,,,,,,
"Netco Asset Holdings, LLC.",,North America,U.S.A.,netcoatm.com,,,,,,,,
Netcom Data Southern Corp,,North America,U.S.A.,netcompaysystem.com,,,,,,,,
Netco Financial Management Inc,Netco Services,North America,CANADA,netcoservices.net,,,,,,,,
NetCracker Technology Solutions LLC,,North America,U.S.A.,netcracker.com,,,,,,,,
Netpay International Inc,,North America,U.S.A.,netpay.co.il,,,,,,,,
NETPAY S.A DE C.V.,NETPAY,North America,Mexico,netpay.mx,,,,,,,,
netSpend Corporation,,North America,U.S.A.,netspend.com,,,,,,,,
Netspend Corporation / All Access,,North America,U.S.A.,netspendallaccess.com,,,,,,,,
"Merchant One Payment Solutions, Inc",,North America,U.S.A.,networkpaymentsinc.com,,,,,,,,
"Neu Consulting Group, LLC",,North America,U.S.A.,neucg.com,,,,,,,,
"NeuLion, Inc.",,North America,U.S.A.,neulion.com,,,,,,,,
"Newegg, Inc.",,North America,U.S.A.,newegg.com,,,,,,,,
Newer Technologies,Newer Tech,North America,CANADA,newertech.com,,,,,,,,
Newtek Merchant Solutions,,North America,U.S.A.,newtekone.com,,,,,,,,
"DVHC, LLC",,North America,U.S.A.,newworldmerchantservices.com,,,,,,,,
"Nexbillpay, LLC",,North America,U.S.A.,nexbillpay.com,,,,,,,,
"Nexcess.net, LLC",,North America,U.S.A.,nexcess.net,,,,,,,,
Prepaid Ventures Ltd,,North America,U.S.A.,nexiscard.com,,,,,,,,
"Next Day Funders, LLC",,North America,U.S.A.,nextdayfunders.com,,,,,,,,
"Nexternal Solutions, Inc.",,North America,U.S.A.,nexternal.com,,,,,,,,
National Fulfillment Services,,North America,U.S.A.,nfsrv.com,,,,,,,,
NIC Services LLC,,North America,U.S.A.,nicusa.com,,,,,,,,
National Information Solutions Cooperative,,North America,U.S.A.,nisc.coop,,,,,,,,
NLP Secure,,North America,U.S.A.,nlpsecure.com,,,,,,,,
National Merchant Alliance,,North America,U.S.A.,nmainfo.com,,,,,,,,
"Network Merchants, Inc.",,North America,U.S.A.,nmi.com,,,,,,,,
"Nodus Technologies, Inc.",,North America,U.S.A.,nodus.com,,,,,,,,
Nordex Solutions Inc.,Nordex Solutions,North America,CANADA,nordexsolutions.com,,,,,,,,
"AFT, Inc",,North America,U.S.A.,northernpayments.com,,,,,,,,
"Northern Payments Systems, Inc",,North America,U.S.A.,northernpaymentsystems.com,,,,,,,,
THE NORTH WEST COMPANY,NORTH WEST COMPANY,North America,CANADA,northwest.ca,,,,,,,,
Nouvolution Inc.,Nouvolution,North America,U.S.A.,nouvolution.com,,,,,,,,
NovelPay LLC,NovelPay,North America,U.S.A.,novelpay.com,,,,,,,,
"Noventis, Inc.",,North America,U.S.A.,noventispayments.com,,,,,,,,
Novera Payment Solutions,,North America,U.S.A.,noverapaymentsolutions.com,,,,,,,,
"Novi Financial, Inc.",,North America,U.S.A.,novifinancial.com,,,,,,,,
"Vantiv ISO, Inc",,North America,U.S.A.,npc.net,,,,,,,,
"National Payment Systems, LLC",National Payment,North America,U.S.A.,nps123.com,,,,,,,,
"National Retail Solutions, Inc",National,North America,U.S.A.,nrsplus.com,,,,,,,,
"NRT Technologies, Inc.",,North America,U.S.A.,nrttech.com,,,,,,,,
NSA Financial Trading Corp,,North America,U.S.A.,nsafbs.com,,,,,,,,
"Northern Merchant Services, LLC.",,North America,U.S.A.,ntd.net,,,,,,,,
"Ntirety, Inc.",,North America,U.S.A.,ntirety.com,,,,,,,,
"PaymentSpring, LLC",,North America,U.S.A.,ntspay.com,,,,,,,,
Nuance Communications Inc,,North America,U.S.A.,nuance.com,,,,,,,,
NuSource Financial LLC,,North America,U.S.A.,nusourcefinancial.com,,,,,,,,
"Nutrislice, Inc.","Nutrislice, Inc.",North America,United States,nutrislice.com,,,,,,,,
Nuvei Technologies,Nuvei,North America,U.S.A.,nuvei.com,,,,,,,,
NXG International Payment Services Ltd.,NXG International Payment Services Ltd.,North America,CANADA,nxgen.com,,,,,,,,
New York Bankcard Corp,,North America,U.S.A.,nybankcard.com,,,,,,,,
"NYM Services, LLC",,North America,U.S.A.,nym-services.com,,,,,,,,
Oak Merchant Solutions Inc,Oak Merchant Solutions,North America,CANADA,oakmerchantsolutions.com,,,,,,,,
"OakStar Merchant Services, LLC",,North America,U.S.A.,oakstarbank.com,,,,,,,,
OATH Inc,,North America,U.S.A.,oath.com,,,,,,,,
"Ocean Atm, Inc.",,North America,U.S.A.,oceanatm.com,,,,,,,,
Ocean Processing LLC,Ocean,North America,U.S.A.,oceanprocessing.com,,,,,,,,
OceanX LLC,,North America,U.S.A.,oceanx.com,,,,,,,,
ODW Logistics,,North America,U.S.A.,odwlogistics.com,,,,,,,,
Official Payments,,North America,U.S.A.,officialpayments.com,,,,,,,,
"Offspring Financial Services, LLC",,North America,U.S.A.,offspringsolutions.com,,,,,,,,
Ohana Companies Aka Plusnet Marketing,,North America,U.S.A.,ohanacompanies.com,,,,,,,,
Ohana Merchant Solutions,,North America,U.S.A.,ohanams.com,,,,,,,,
"Ani Technology, Inc.",Ola,North America,U.S.A.,olacabs.com,,,,,,,,
The OLB Group Inc.,,North America,United States,olb.com,,,,,,,,
Olo Inc,,North America,U.S.A.,olo.com,,,,,,,,
"On-Line Strategies Services, LLC.",,North America,U.S.A.,olsdallas.com,,,,,,,,
Olsen O'Leary Associates,Olsen,North America,U.S.A.,olsen-oleary.com,,,,,,,,
Olympia ATM Inc,Olympia ATM,North America,CANADA,olympiaatm.com,,,,,,,,
"Omega Financial Solutions, LLC",,North America,U.S.A.,omega-financial-solutions.com,,,,,,,,
"Omega Processing Solutions, LLC",,North America,U.S.A.,omegap.com,,,,,,,,
GOTOBILLING INC. dba OMNIFUND,,North America,U.S.A.,omnifund.com,,,,,,,,
"Vivaticket, Inc.",,North America,U.S.A.,omniticket.com,,,,,,,,
Ondot Systems,,North America,U.S.A.,ondotsystems.com,,,,,,,,
OneBridge Benefits,,North America,U.S.A.,onebridgebenefits.com,,,,,,,,
"One Global Finance, Inc.",One Global,North America,U.S.A.,oneglobalbusinessfinancing.com,,,,,,,,
One Inc.,,North America,U.S.A.,oneincsystems.com,,,,,,,,
OnePay Global LLC,,North America,U.S.A.,onepay.com,,,,,,,,
"One Source Payment Holdings, Inc.",,North America,U.S.A.,onesourcepos.com,,,,,,,,
"Onesto Payments, Inc",,North America,U.S.A.,onestopayments.com,,,,,,,,
One10,One10,North America,U.S.A.,oneten.com.au,,,,,,,,
Online Service Corp,Online Service Corp,North America,CANADA,online-service-corp.com,,,,,,,,
"Otava, LLC",,North America,U.S.A.,onlinetech.com,,,,,,,,
ONOSYS,,North America,U.S.A.,onosys.com,,,,,,,,
"Orange Pay, Corp",,North America,U.S.A.,opayusa.com,,,,,,,,
"OPENEDGE PAYMENTS, LLC",,North America,U.S.A.,openedgepayment.com,,,,,,,,
OPEN PAY SAPI DE CV,,North America,MEXICO,openpay.mx,,,,,,,,
Opportunity Fund Northern California,Opportunity,North America,U.S.A.,opportunityfund.org,,,,,,,,
"Optimal Merchant Services, Inc.",,North America,U.S.A.,optimalmerchserv.com,,,,,,,,
Optimize ATM LLC,Optimize,North America,U.S.A.,optimizeatm.com,,,,,,,,
"Optio Solutions, LLC",,North America,U.S.A.,optiosolutions.com,,,,,,,,
"Attain Financial, LLC",,North America,U.S.A.,optpluscard.com,,,,,,,,
"Opus Card Systems, Inc",,North America,U.S.A.,opuscardsystems.com,,,,,,,,
Oracle Cloud Commerce,,North America,U.S.A.,oracle.com,,,,,,,,
"Orbis Payment Services, Llc.",,North America,U.S.A.,orbispaymentservices.com,,,,,,,,
"Ordermotion, Inc.",OrderMotion,North America,U.S.A.,ordermotion.com,,,,,,,,
"Orion Merchant Solutions, Inc",,North America,U.S.A.,orionmerchantsolutions.com,,,,,,,,
Orion Payment Systems,,North America,U.S.A.,orionps.com,,,,,,,,
Orthobanc LLC,,North America,U.S.A.,orthobanc.com,,,,,,,,
Online School Management Systems,,North America,U.S.A.,osmsinc.com,,,,,,,,
"Oto Analytics, Inc. DBA Womply",,North America,U.S.A.,otoanalytics.com,,,,,,,,
"OTT Pay, Inc",OTT Pay,North America,CANADA,ottpay.com,,,,,,,,
"Reliefclub, Inc",Reliefclub,North America,U.S.A.,oxygenbank.com,,,,,,,,
"PAYMENT PROCESSING WORLDWIDE, INC",,North America,U.S.A.,P2WW.COM,,,,,,,,
"P97 Networks, Inc",,North America,U.S.A.,p97.com,,,,,,,,
Paay,,North America,U.S.A.,paay.co,,,,,,,,
Pace Payment Systems Inc.,,North America,U.S.A.,pacepayment.com,,,,,,,,
"Pacific Pay, Inc",,North America,U.S.A.,pacificpay.net,,,,,,,,
Por Favor Paguen a Tiempo S.A. de C.V.,Pago Facil,North America,Mexico,pagofacil.net,,,,,,,,
Palm Coast Data,,North America,U.S.A.,palmcoastdata.com,,,,,,,,
Panasonic Avionics Corporation,,North America,U.S.A.,panasonic.aero,,,,,,,,
"8758018 Canada, Inc.",,North America,CANADA,pandapay.com,,,,,,,,
"Pappas Financial Group, LLC",,North America,U.S.A.,pappasfinancial.com,,,,,,,,
Paramount Acceptance,,North America,U.S.A.,paramountacceptance.com,,,,,,,,
Paramount Management Group LLC,,North America,U.S.A.,paramountmgp.com,,,,,,,,
"ParkHub, Inc",,North America,U.S.A.,parkhub.com,,,,,,,,
"T2 Systems, Inc.",,North America,U.S.A.,parkingsoft.com,,,,,,,,
